 id ; data_inversa ; dia_semana ; horario ; uf ; br ; km ; municipio ; causa_acidente ; tipo_acidente ; classificacao_acidente ; fase_dia ; sentido_via ; condicao_metereologica ; tipo_pista ; tracado_via ; uso_solo ; pessoas ; mortos ; feridos_leves ; feridos_graves ; ilesos ; ignorados ; feridos ; veiculos ; latitude ; longitude ; regional ; delegacia ; uop 
501150;2023-01-22; domingo ; 05:30:00 ; PB ;101;44; MAMANGUAPE ; Condutor Dormindo ; Colisão com objeto ; Com Vítimas Feridas ; Amanhecer ; Decrescente ; Nublado ; Dupla ; Não Informado ; Não ;1;0;0;1;0;0;1;1;-6,87451305;-35,13232736; SPRF-PB ; DEL01-PB ; UOP04-DEL01-PB 
501151;2023-01-25; quarta-feira ; 18:30:00 ; SC ;280;58; GUARAMIRIM ; Retorno proibido ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Simples ; Curva ; Sim ;3;0;1;0;2;0;1;2;-26,47415593;-49,021211; SPRF-SC ; DEL03-SC ; UOP03-DEL03-SC 
501152;2023-01-25; quarta-feira ; 20:30:00 ; SP ;116;209; GUARULHOS ; Manobra de mudança de faixa ; Colisão lateral mesmo sentido ; Com Vítimas Feridas ; Plena Noite ; Decrescente ; Céu Claro ; Múltipla ; Reta ; Sim ;3;0;2;0;1;0;2;2;-23,42511799;-46,40221101; SPRF-SP ; DEL01-SP ; UOP01-DEL01-SP 
501155;2023-01-25; quarta-feira ; 20:10:00 ; RS ;116;248,2; SAO LEOPOLDO ; Condutor deixou de manter distância do veículo da frente ; Colisão traseira ; Com Vítimas Feridas ; Plena Noite ; Decrescente ; Céu Claro ; Dupla ; Reta ; Sim ;3;0;1;0;1;1;1;2;-29,77605895;-51,15508618; SPRF-RS ; DEL01-RS ; UOP02-DEL01-RS 
501156;2023-01-25; quarta-feira ; 19:35:00 ; PR ;277;100; CURITIBA ; Ausência de reação do condutor ; Colisão traseira ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Céu Claro ; Múltipla ; Reta ; Não ;6;0;2;0;4;0;2;4;-25,53375211;-49,31824405; SPRF-PR ; DEL01-PR ; UAP06-DEL01-PR 
501158;2023-01-21; sábado ; 19:00:00 ; MG ;381;420; CAETE ; Deficiência do Sistema de Iluminação/Sinalização ; Saída de leito carroçável ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;1;0;0;1;0;0;1;1;-19,77712975;-43,65501412; SPRF-MG ; DEL01-MG ; UOP01-DEL01-MG 
501159;2023-01-25; quarta-feira ; 19:56:00 ; PE ;407;113,9; PETROLINA ; Demais falhas mecânicas ou elétricas ; Incêndio ; Sem Vítimas ; Plena Noite ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;2;0;0;0;2;0;0;1;-9,28341599;-40,59164299; SPRF-PE ; DEL06-PE ; UOP01-DEL06-PE 
501161;2023-01-25; quarta-feira ; 19:40:00 ; MG ;40;771,6; JUIZ DE FORA ; Manobra de mudança de faixa ; Colisão lateral mesmo sentido ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;5;0;3;0;2;0;3;2;-21,60932712;-43,45892723; SPRF-MG ; DEL05-MG ; UOP01-DEL05-MG 
501162;2023-01-25; quarta-feira ; 17:50:00 ; AL ;416;17; COLONIA LEOPOLDINA ; Transitar na contramão ; Colisão frontal ; Com Vítimas Fatais ; Anoitecer ; Decrescente ; Céu Claro ; Simples ; Reta ; Sim ;3;2;0;1;0;0;1;2;-8,91326;-35,715965; SPRF-AL ; DEL01-AL ; UOP02-DEL01-AL 
501163;2023-01-22; domingo ; 18:00:00 ; PE ;101;48,4; ABREU E LIMA ; Condutor deixou de manter distância do veículo da frente ; Colisão traseira ; Com Vítimas Feridas ; Plena Noite ; Decrescente ; Céu Claro ; Múltipla ; Reta ; Sim ;2;0;1;0;0;1;1;2;-7,89174705;-34,9033493; SPRF-PE ; DEL01-PE ; UOP02-DEL01-PE 
501164;2023-01-21; sábado ; 18:20:00 ; RJ ;101;471; ANGRA DOS REIS ; Condutor deixou de manter distância do veículo da frente ; Colisão traseira ; Com Vítimas Feridas ; Plena Noite ; Decrescente ; Céu Claro ; Simples ; Não Informado ; Não ;1;0;1;0;0;0;1;1;-22,99649604;-44,22906307; SPRF-RJ ; DEL03-RJ ; UOP02-DEL03-RJ 
501168;2023-01-25; quarta-feira ; 21:00:00 ; RN ;101;107; PARNAMIRIM ; Acesso irregular ; Colisão transversal ; Com Vítimas Feridas ; Plena Noite ; Decrescente ; Céu Claro ; Dupla ; Reta ; Sim ;2;0;2;0;0;0;2;2;-5,91920796;-35,26412409; SPRF-RN ; DEL01-RN ; UOP01-DEL01-RN 
501170;2023-01-25; quarta-feira ; 19:30:00 ; RN ;406;151; CEARA-MIRIM ; Entrada inopinada do pedestre ; Atropelamento de Pedestre ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Reta ; Sim ;2;0;0;1;1;0;1;1;-5,65067546;-35,42611241; SPRF-RN ; DEL02-RN ; UOP01-DEL02-RN 
501173;2023-01-25; quarta-feira ; 21:45:00 ; SP ;101;45,4; UBATUBA ; Acessar a via sem observar a presença dos outros veículos ; Colisão traseira ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Céu Claro ; Simples ; Não Informado ; Sim ;2;0;0;1;1;0;1;2;-23,420924;-45,070976; SPRF-SP ; DEL06-SP ; UOP01-DEL06-SP 
501174;2023-01-25; quarta-feira ; 21:40:00 ; MG ;116;410; GOVERNADOR VALADARES ; Acessar a via sem observar a presença dos outros veículos ; Colisão traseira ; Com Vítimas Feridas ; Plena Noite ; Decrescente ; Chuva ; Dupla ; Reta ; Não ;3;0;1;0;2;0;1;2;-18,855625;-41,975623; SPRF-MG ; DEL06-MG ; UOP01-DEL06-MG 
501175;2023-01-25; quarta-feira ; 20:00:00 ; PR ;369;507; CASCAVEL ; Avarias e/ou desgaste excessivo no pneu ; Saída de leito carroçável ; Com Vítimas Feridas ; Plena Noite ; Decrescente ; Céu Claro ; Simples ; Curva ; Não ;2;0;1;0;1;0;1;1;-24,8664;-53,34003; SPRF-PR ; DEL04-PR ; UOP03-DEL04-PR 
501176;2023-01-25; quarta-feira ; 19:30:00 ; PB ;230;158,8; CAMPINA GRANDE ; Acessar a via sem observar a presença dos outros veículos ; Colisão transversal ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Céu Claro ; Simples ; Retorno Regulamentado ; Sim ;2;0;0;1;0;1;1;2;-7,25623129;-35,92894077; SPRF-PB ; DEL02-PB ; UOP01-DEL02-PB 
501177;2023-01-25; quarta-feira ; 17:40:00 ; RO ;364;569; ALTO PARAISO ; Pista esburacada ; Colisão traseira ; Sem Vítimas ; Anoitecer ; Decrescente ; Céu Claro ; Simples ; Não Informado ; Não ;3;0;0;0;3;0;0;2;-9,48656987;-63,09585109; SPRF-RO ; DEL03-RO ; UOP03-DEL03-RO 
501179;2023-01-03; terça-feira ; 13:39:00 ; PI ;343;238,5; COCAL DE TELHA ; Animais na Pista ; Atropelamento de Animal ; Com Vítimas Fatais ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;3;1;0;1;1;0;1;2;-4,64736172;-42,04363494; SPRF-PI ; DEL01-PI ; UOP03-DEL01-PI 
501181;2023-01-23; segunda-feira ; 02:20:00 ; PA ;230;1113; ITAITUBA ; Ausência de reação do condutor ; Tombamento ; Com Vítimas Feridas ; Plena Noite ; Decrescente ; Nevoeiro/Neblina ; Simples ; Não Informado ; Não ;1;0;0;1;0;0;1;1;-4,38802848;-55,8810482; SPRF-PA ; DEL05-PA ; UOP01-DEL05-PA 
501182;2023-01-25; quarta-feira ; 22:15:00 ; PB ;230;15; JOAO PESSOA ; Mal súbito do condutor ; Saída de leito carroçável ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Céu Claro ; Dupla ; Curva ; Sim ;1;0;1;0;0;0;1;1;-7,093;-34,8482; SPRF-PB ; DEL01-PB ; UOP01-DEL01-PB 
501183;2023-01-25; quarta-feira ; 22:30:00 ; RS ;470;218; BENTO GONCALVES ; Reação tardia ou ineficiente do condutor ; Saída de leito carroçável ; Sem Vítimas ; Plena Noite ; Decrescente ; Céu Claro ; Simples ; Não Informado ; Não ;2;0;0;0;2;0;0;1;-29,18816694;-51,52187705; SPRF-RS ; DEL06-RS ; UOP01-DEL06-RS 
501184;2023-01-25; quarta-feira ; 21:05:00 ; MG ;116;272,7; TEOFILO OTONI ; Ingestão de álcool pelo condutor ; Tombamento ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Nublado ; Simples ; Reta ; Não ;1;0;0;1;0;0;1;1;-17,81943899;-41,49990501; SPRF-MG ; DEL11-MG ; UOP01-DEL11-MG 
501185;2023-01-25; quarta-feira ; 22:40:00 ; MG ;381;3,2; BETIM ; Avarias e/ou desgaste excessivo no pneu ; Tombamento ; Com Vítimas Feridas ; Plena Noite ; Decrescente ; Céu Claro ; Dupla ; Não Informado ; Não ;1;0;1;0;0;0;1;1;-19,96825;-44,198708; SPRF-MG ; DEL01-MG ; UOP03-DEL01-MG 
501186;2023-01-25; quarta-feira ; 21:40:00 ; PR ;163;9; BARRACAO ; Ingestão de álcool pelo condutor ; Colisão frontal ; Sem Vítimas ; Plena Noite ; Decrescente ; Ignorado ; Simples ; Interseção de vias ; Sim ;2;0;0;0;2;0;0;2;-26,25066;-53,635523; SPRF-PR ; DEL02-PR ; UOP02-DEL02-PR 
501187;2023-01-25; quarta-feira ; 13:15:00 ; RJ ;101;381; RIO DE JANEIRO ; Pedestre cruzava a pista fora da faixa ; Atropelamento de Pedestre ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Dupla ; Não Informado ; Não ;2;0;0;1;1;0;1;1;-22,86942567;-43,59816381; SPRF-RJ ; DEL01-RJ ; UOP04-DEL01-RJ 
501188;2023-01-25; quarta-feira ; 20:40:00 ; MG ;381;642,7; SANTO ANTONIO DO AMPARO ; Ingestão de álcool pelo condutor ; Capotamento ; Sem Vítimas ; Plena Noite ; Crescente ; Nublado ; Dupla ; Curva ; Não ;1;0;0;0;1;0;0;1;-20,93717503;-44,87533274; SPRF-MG ; DEL04-MG ; UOP01-DEL04-MG 
501189;2023-01-25; quarta-feira ; 18:10:00 ; RJ ;116;138; DUQUE DE CAXIAS ; Demais falhas mecânicas ou elétricas ; Incêndio ; Sem Vítimas ; Anoitecer ; Decrescente ; Céu Claro ; Dupla ; Reta ; Sim ;1;0;0;0;1;0;0;1;-22,65131617;-43,2371043; SPRF-RJ ; DEL01-RJ ; UOP01-DEL01-RJ 
501190;2023-01-25; quarta-feira ; 14:50:00 ; BA ;116;585; IRAJUBA ; Avarias e/ou desgaste excessivo no pneu ; Capotamento ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Curva ; Não ;4;0;1;0;3;0;1;1;-13,10445428;-39,99104101; SPRF-BA ; DEL03-BA ; UOP02-DEL03-BA 
501193;2023-01-26; quinta-feira ; 00:30:00 ; GO ;414;437; ANAPOLIS ; Ingestão de álcool e/ou substâncias psicoativas pelo pedestre ; Queda de ocupante de veículo ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Céu Claro ; Simples ; Reta ; Sim ;1;0;1;0;0;0;1;1;-16,26365299;-48,93824303; SPRF-GO ; DEL02-GO ; UOP01-DEL02-GO 
501194;2023-01-26; quinta-feira ; 00:20:00 ; RS ;386;158; ALMIRANTE TAMANDARE DO SUL ; Velocidade Incompatível ; Queda de ocupante de veículo ; Com Vítimas Feridas ; Plena Noite ; Decrescente ; Céu Claro ; Simples ; Não Informado ; Não ;1;0;0;1;0;0;1;1;-28,142254;-52,845757; SPRF-RS ; DEL08-RS ; UOP01-DEL08-RS 
501197;2023-01-26; quinta-feira ; 00:20:00 ; RJ ;40;122; DUQUE DE CAXIAS ; Entrada inopinada do pedestre ; Atropelamento de Pedestre ; Com Vítimas Feridas ; Plena Noite ; Decrescente ; Céu Claro ; Dupla ; Curva ; Não ;3;0;2;0;1;0;2;1;-22,79083113;-43,28611569; SPRF-RJ ; DEL01-RJ ; UOP01-DEL01-RJ 
501199;2023-01-26; quinta-feira ; 02:30:00 ; SC ;101;129; BALNEARIO CAMBORIU ; Acessar a via sem observar a presença dos outros veículos ; Tombamento ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Nublado ; Múltipla ; Reta ; Não ;1;0;1;0;0;0;1;1;-26,98064277;-48,6790679; SPRF-SC ; DEL04-SC ; UOP03-DEL04-SC 
501201;2023-01-25; quarta-feira ; 14:40:00 ; RJ ;101;322; NITEROI ; Manobra de mudança de faixa ; Colisão lateral mesmo sentido ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Múltipla ; Reta ; Sim ;2;0;1;0;1;0;1;2;-22,878923;-43,110676; SPRF-RJ ; DEL02-RJ ; UOP01-DEL02-RJ 
501203;2023-01-26; quinta-feira ; 05:00:00 ; SC ;101;150; ITAPEMA ; Reação tardia ou ineficiente do condutor ; Engavetamento ; Com Vítimas Feridas ; Amanhecer ; Decrescente ; Céu Claro ; Simples ; Reta ; Sim ;9;0;4;0;5;0;4;5;-27,11744799;-48,60940987; SPRF-SC ; DEL04-SC ; UOP03-DEL04-SC 
501206;2023-01-26; quinta-feira ; 05:42:00 ; GO ;70;2; AGUAS LINDAS DE GOIAS ; Acumulo de areia ou detritos sobre o pavimento ; Colisão traseira ; Com Vítimas Feridas ; Amanhecer ; Decrescente ; Nublado ; Dupla ; Curva ; Sim ;5;0;4;0;1;0;4;2;-15,767021;-48,229945; SPRF-DF ; DEL01-DF ; UOP03-DEL01-DF 
501207;2023-01-22; domingo ; 18:10:00 ; RJ ;101;323; NITEROI ; Demais falhas mecânicas ou elétricas ; Colisão traseira ; Com Vítimas Feridas ; Anoitecer ; Crescente ; Céu Claro ; Múltipla ; Não Informado ; Sim ;3;0;1;0;2;0;1;2;-22,87585887;-43,11848402; SPRF-RJ ; DEL02-RJ ; UOP01-DEL02-RJ 
501208;2023-01-22; domingo ; 12:00:00 ; RJ ;493;1; ITABORAI ; Acesso irregular ; Colisão frontal ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Sol ; Simples ; Não Informado ; Não ;3;0;1;2;0;0;3;2;-22,76398788;-42,92731895; SPRF-RJ ; DEL02-RJ ; UOP02-DEL02-RJ 
501209;2023-01-26; quinta-feira ; 05:25:00 ; SC ;101;405,6; ARARANGUA ; Ingestão de álcool pelo condutor ; Colisão com objeto ; Sem Vítimas ; Amanhecer ; Decrescente ; Nublado ; Dupla ; Reta ; Não ;1;0;0;0;1;0;0;1;-28,905103;-49,478611; SPRF-SC ; DEL02-SC ; UOP02-DEL02-SC 
501213;2023-01-26; quinta-feira ; 06:30:00 ; PR ;277;74; SAO JOSE DOS PINHAIS ; Animais na Pista ; Saída de leito carroçável ; Com Vítimas Feridas ; Amanhecer ; Crescente ; Sol ; Dupla ; Reta ; Sim ;3;0;1;0;2;0;1;3;-25,49335929;-49,16853368; SPRF-PR ; DEL01-PR ; UOP01-DEL01-PR 
501214;2023-01-26; quinta-feira ; 06:25:00 ; CE ;116;6; FORTALEZA ; Acessar a via sem observar a presença dos outros veículos ; Queda de ocupante de veículo ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Chuva ; Múltipla ; Reta ; Não ;1;0;1;0;0;0;1;1;-3,802624;-38,50400499; SPRF-CE ; DEL01-CE ; UOP02-DEL01-CE 
501218;2023-01-26; quinta-feira ; 06:50:00 ; RJ ;101;476; ANGRA DOS REIS ; Pedestre andava na pista ; Atropelamento de Pedestre ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Nublado ; Simples ; Não Informado ; Sim ;2;0;0;1;1;0;1;1;-23,0055431;-44,26195833; SPRF-RJ ; DEL03-RJ ; UOP02-DEL03-RJ 
501219;2023-01-22; domingo ; 18:35:00 ; PR ;277;520,5; GUARANIACU ; Conversão proibida ; Colisão lateral mesmo sentido ; Com Vítimas Fatais ; Pleno dia ; Decrescente ; Céu Claro ; Simples ; Não Informado ; Não ;2;1;0;0;0;1;0;2;-25,11018112;-52,85167802; SPRF-PR ; DEL04-PR ; UOP05-DEL04-PR 
501222;2023-01-22; domingo ; 16:00:00 ; SC ;470;55,8; BLUMENAU ; Acessar a via sem observar a presença dos outros veículos ; Colisão transversal ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Reta ; Sim ;4;0;1;2;1;0;3;2;-26,87674;-49,127743; SPRF-SC ; DEL04-SC ; UOP01-DEL04-SC 
501223;2023-01-26; quinta-feira ; 07:45:00 ; PB ;230;26,9; JOAO PESSOA ; Reação tardia ou ineficiente do condutor ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Dupla ; Reta ; Sim ;2;0;1;0;1;0;1;2;-7,1693;-34,8782; SPRF-PB ; DEL01-PB ; UOP01-DEL01-PB 
501224;2023-01-22; domingo ; 18:50:00 ; RO ;364;698; PORTO VELHO ; Condutor deixou de manter distância do veículo da frente ; Colisão traseira ; Sem Vítimas ; Anoitecer ; Crescente ; Garoa/Chuvisco ; Dupla ; Reta ; Sim ;4;0;0;0;4;0;0;2;-8,80054742;-63,76909018; SPRF-RO ; DEL01-RO ; UOP01-DEL01-RO 
501225;2023-01-26; quinta-feira ; 08:00:00 ; RJ ;116;308; RESENDE ; Ausência de reação do condutor ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Dupla ; Não Informado ; Não ;2;0;1;0;1;0;1;2;-22,45783299;-44,418685; SPRF-RJ ; DEL07-RJ ; UOP02-DEL07-RJ 
501226;2023-01-02; segunda-feira ; 21:50:00 ; MG ;40;511,5; RIBEIRAO DAS NEVES ; Pista Escorregadia ; Colisão traseira ; Com Vítimas Feridas ; Plena Noite ; Decrescente ; Chuva ; Dupla ; Reta ; Sim ;1;0;1;0;0;0;1;1;-19,78164295;-44,11733194; SPRF-MG ; DEL01-MG ; UOP02-DEL01-MG 
501227;2023-01-26; quinta-feira ; 08:10:00 ; PR ;376;250; APUCARANA ; Transitar na contramão ; Colisão frontal ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Dupla ; Reta ; Não ;3;0;1;1;0;1;2;2;-23,618232;-51,394844; SPRF-PR ; DEL07-PR ; UOP03-DEL07-PR 
501228;2023-01-26; quinta-feira ; 07:45:00 ; PR ;369;160; CAMBE ; Condutor deixou de manter distância do veículo da frente ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Dupla ; Não Informado ; Sim ;3;0;1;0;2;0;1;3;-23,28305902;-51,24885231; SPRF-PR ; DEL07-PR ; UOP01-DEL07-PR 
501229;2023-01-22; domingo ; 10:50:00 ; PR ;376;300; MAUA DA SERRA ; Velocidade Incompatível ; Colisão lateral mesmo sentido ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Sol ; Dupla ; Curva ; Não ;2;0;0;2;0;0;2;2;-23,93365484;-51,15483284; SPRF-PR ; DEL07-PR ; UOP02-DEL07-PR 
501230;2023-01-22; domingo ; 02:00:00 ; BA ;110;243; OLINDINA ; Iluminação deficiente ; Atropelamento de Animal ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Nublado ; Simples ; Não Informado ; Sim ;2;0;1;1;0;0;2;1;-11,416905;-38,292923; SPRF-BA ; DEL01-BA ; UOP04-DEL01-BA 
501231;2023-01-21; sábado ; 22:00:00 ; SC ;101;132; BALNEARIO CAMBORIU ; Acesso irregular ; Colisão transversal ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Céu Claro ; Dupla ; Reta ; Sim ;2;0;1;0;1;0;1;2;-26,99654133;-48,65564711; SPRF-SC ; DEL04-SC ; UOP03-DEL04-SC 
501232;2023-01-26; quinta-feira ; 06:30:00 ; RO ;319;63; PORTO VELHO ; Condutor desrespeitou a iluminação vermelha do semáforo ; Colisão transversal ; Com Vítimas Feridas ; Amanhecer ; Decrescente ; Nublado ; Dupla ; Interseção de vias ; Sim ;3;0;1;1;1;0;2;2;-8,75547335;-63,88635635; SPRF-RO ; DEL01-RO ; UOP01-DEL01-RO 
501233;2023-01-26; quinta-feira ; 07:30:00 ; PR ;376;218,5; JANDAIA DO SUL ; Desrespeitar a preferência no cruzamento ; Colisão transversal ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Simples ; Interseção de vias ; Não ;3;0;3;0;0;0;3;2;-23,59717604;-51,615043; SPRF-PR ; DEL09-PR ; UOP01-DEL09-PR 
501234;2023-01-22; domingo ; 22:40:00 ; PE ;104;29; TORITAMA ; Transitar na contramão ; Colisão frontal ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Céu Claro ; Simples ; Reta ; Sim ;4;0;0;1;3;0;1;2;-8,00769479;-36,06333017; SPRF-PE ; DEL02-PE ; UOP01-DEL02-PE 
501235;2023-01-26; quinta-feira ; 07:53:00 ; DF ;40;5,8; BRASILIA ; Reação tardia ou ineficiente do condutor ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Dupla ; Reta ; Sim ;2;0;1;0;1;0;1;2;-16,02799551;-47,97901154; SPRF-DF ; DEL01-DF ; UOP01-DEL01-DF 
501236;2023-01-26; quinta-feira ; 07:20:00 ; PR ;116;17; CURITIBA ; Reação tardia ou ineficiente do condutor ; Colisão lateral sentido oposto ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Dupla ; Reta ; Sim ;2;0;1;0;1;0;1;2;-25,389;-49,1867; SPRF-PR ; DEL01-PR ; UOP02-DEL01-PR 
501237;2023-01-22; domingo ; 09:40:00 ; MG ;40;553; NOVA LIMA ; Velocidade Incompatível ; Saída de leito carroçável ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Chuva ; Dupla ; Não Informado ; Sim ;2;0;1;1;0;0;2;1;-20,06863326;-43,98194759; SPRF-MG ; DEL01-MG ; UOP02-DEL01-MG 
501238;2023-01-26; quinta-feira ; 07:25:00 ; RJ ;101;309; SAO GONCALO ; Acessar a via sem observar a presença dos outros veículos ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Sol ; Dupla ; Reta ; Sim ;2;0;1;0;1;0;1;2;-22,79498873;-43,03446105; SPRF-RJ ; DEL02-RJ ; UOP02-DEL02-RJ 
501239;2023-01-26; quinta-feira ; 08:15:00 ; SP ;101;51; UBATUBA ; Acessar a via sem observar a presença dos outros veículos ; Colisão transversal ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Simples ; Reta ; Sim ;2;0;1;0;1;0;1;2;-23,45627795;-45,07111896; SPRF-SP ; DEL06-SP ; UOP01-DEL06-SP 
501242;2023-01-22; domingo ; 20:20:00 ; RJ ;101;315; SAO GONCALO ; Condutor deixou de manter distância do veículo da frente ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Nublado ; Múltipla ; Reta ; Sim ;2;0;2;0;0;0;2;1;-22,82262092;-43,08460805; SPRF-RJ ; DEL02-RJ ; UOP02-DEL02-RJ 
501243;2023-01-26; quinta-feira ; 07:50:00 ; GO ;414;411; ABADIANIA ; Acessar a via sem observar a presença dos outros veículos ; Colisão transversal ; Sem Vítimas ; Pleno dia ; Crescente ; Chuva ; Simples ; Reta ; Sim ;2;0;0;0;1;1;0;2;-16,05503839;-48,85371393; SPRF-GO ; DEL02-GO ; UOP01-DEL02-GO 
501244;2023-01-26; quinta-feira ; 07:55:00 ; SP ;116;227; SAO PAULO ; Acessar a via sem observar a presença dos outros veículos ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Múltipla ; Reta ; Não ;2;0;0;1;1;0;1;2;-23,50343484;-46,56638712; SPRF-SP ; DEL01-SP ; UOP01-DEL01-SP 
501245;2023-01-26; quinta-feira ; 06:15:00 ; RS ;392;5,8; RIO GRANDE ; Demais falhas na via ; Capotamento ; Sem Vítimas ; Amanhecer ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;1;0;0;0;1;0;0;1;-32,07687877;-52,10166627; SPRF-RS ; DEL07-RS ; UOP02-DEL07-RS 
501246;2023-01-26; quinta-feira ; 07:30:00 ; RS ;392;5,4; RIO GRANDE ; Acumulo de óleo sobre o pavimento ; Tombamento ; Com Vítimas Feridas ; Amanhecer ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;1;0;1;0;0;0;1;1;-32,07687877;-52,10166627; SPRF-RS ; DEL07-RS ; UOP02-DEL07-RS 
501247;2023-01-22; domingo ; 08:00:00 ; PR ;376;169; MARINGA ; Avarias e/ou desgaste excessivo no pneu ; Queda de ocupante de veículo ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Dupla ; Não Informado ; Não ;2;0;1;0;1;0;1;1;-23,41293401;-51,98354301; SPRF-PR ; DEL09-PR ; UOP01-DEL09-PR 
501249;2023-01-23; segunda-feira ; 03:40:00 ; MS ;163;372; NOVA ALVORADA DO SUL ; Demais falhas mecânicas ou elétricas ; Tombamento ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Céu Claro ; Dupla ; Reta ; Não ;2;0;1;0;1;0;1;1;-21,40851284;-54,39788682; SPRF-MS ; DEL02-MS ; UOP01-DEL02-MS 
501250;2023-01-26; quinta-feira ; 07:30:00 ; RJ ;40;50; DUQUE DE CAXIAS ; Reação tardia ou ineficiente do condutor ; Capotamento ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Dupla ; Reta ; Não ;1;0;1;0;0;0;1;1;-22,669031;-43,310088; SPRF-RJ ; DEL06-RJ ; UOP01-DEL06-RJ 
501251;2023-01-26; quinta-feira ; 07:15:00 ; RS ;386;274,5; FONTOURA XAVIER ; Reação tardia ou ineficiente do condutor ; Tombamento ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Simples ; Reta ; Não ;1;0;1;0;0;0;1;1;-29,000175;-52,353458; SPRF-RS ; DEL04-RS ; UOP03-DEL04-RS 
501254;2023-01-20; sexta-feira ; 23:50:00 ; GO ;20;18,8; FORMOSA ; Estacionar ou parar em local proibido ; Colisão transversal ; Com Vítimas Feridas ; Anoitecer ; Crescente ; Céu Claro ; Simples ; Desvio Temporário ; Não ;2;0;2;0;0;0;2;2;-15,556626;-47,195999; SPRF-DF ; DEL02-DF ; UOP02-DEL02-DF 
501257;2023-01-22; domingo ; 08:00:00 ; SC ;280;47; GUARAMIRIM ; Condutor Dormindo ; Queda de ocupante de veículo ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;1;0;1;0;0;0;1;1;-26,45353692;-48,917876; SPRF-SC ; DEL03-SC ; UOP03-DEL03-SC 
501261;2023-01-22; domingo ; 19:00:00 ; SC ;280;55; GUARAMIRIM ; Ingestão de álcool pelo condutor ; Colisão traseira ; Sem Vítimas ; Anoitecer ; Crescente ; Nublado ; Dupla ; Reta ; Não ;2;0;0;0;2;0;0;2;-26,47584353;-48,9937858; SPRF-SC ; DEL03-SC ; UOP03-DEL03-SC 
501267;2023-01-22; domingo ; 00:10:00 ; BA ;116;852,3; POCOES ; Acessar a via sem observar a presença dos outros veículos ; Colisão transversal ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Nublado ; Simples ; Não Informado ; Sim ;2;0;1;0;1;0;1;2;-14,53041;-40,38303; SPRF-BA ; DEL08-BA ; UOP01-DEL08-BA 
